length,input,target
19,87 49 18 21 15 8 17 28 22 47 49 70 88 93 65 90 26 51 40,40
19,41 39 27 66 62 49 41 4 71 5 86 9 32 5 36 69 81 58 94,43
19,4 92 39 54 52 30 37 92 32 45 14 7 9 43 40 27 11 95 68,51
19,57 72 88 21 52 81 55 39 74 58 50 22 0 91 65 87 27 77 90,62
19,76 38 24 5 86 36 86 65 17 9 61 22 54 85 91 3 91 10 70,49
19,51 17 21 48 50 47 11 25 58 84 42 60 34 28 72 15 62 66 79,90
19,9 22 21 72 24 27 89 57 12 14 72 30 69 49 89 6 83 80 53,38
19,44 31 67 83 91 36 87 16 73 67 89 43 35 73 48 19 74 92 34,66
19,69 75 20 9 43 68 34 50 58 81 12 13 89 0 0 53 37 11 76,90
19,87 58 4 45 75 25 64 5 10 46 23 35 83 81 30 88 8 92 38,73
19,57 15 6 44 1 78 32 7 64 91 47 91 74 44 38 15 30 92 34,72
19,94 6 94 5 76 29 8 93 23 42 64 72 27 65 29 26 8 55 30,2
19,82 54 34 54 17 46 20 58 40 65 68 49 42 84 6 42 27 53 49,2
19,28 40 76 35 3 10 29 45 55 36 65 39 23 25 38 68 81 95 93,56
19,56 7 10 32 5 1 30 87 0 61 54 94 13 79 49 48 54 73 72,57
19,45 45 4 40 65 88 7 8 42 60 91 17 92 3 83 3 46 59 13,51
19,36 19 66 77 35 1 76 45 37 66 51 59 17 49 32 33 66 94 15,86
19,64 65 30 95 0 7 2 19 86 89 11 29 39 67 80 72 73 32 48,88
19,28 4 24 2 60 26 93 74 28 73 30 25 62 50 23 47 94 34 74,79
19,48 60 3 82 8 86 15 7 35 68 16 67 19 59 34 70 39 5 45,50
19,17 84 44 32 13 57 9 12 31 34 3 63 60 4 62 94 87 3 90,31
19,49 44 5 34 84 64 34 69 90 63 70 57 52 71 64 9 47 84 68,54
19,54 83 18 52 79 5 75 45 31 56 7 36 34 14 65 47 47 2 31,69
19,4 15 6 25 20 46 41 81 49 5 44 7 42 62 35 19 36 55 24,84
19,76 8 48 39 55 29 45 46 71 60 6 75 3 89 24 89 82 0 45,6
19,6 74 91 30 74 36 58 80 93 88 62 27 60 46 0 86 36 68 56,51
19,19 49 64 86 37 67 16 58 72 58 70 50 92 52 4 18 78 52 33,75
19,78 57 29 31 31 42 34 41 28 91 9 49 71 8 31 72 42 71 1,0
19,80 68 50 17 43 76 39 83 82 46 16 78 81 26 41 0 27 69 84,78
19,93 93 5 31 28 90 89 86 2 4 1 39 58 5 34 46 34 61 13,80
19,67 6 68 55 37 6 35 11 10 7 48 52 5 9 26 38 92 68 58,42
19,47 91 76 34 66 83 25 46 20 10 69 42 70 75 42 74 45 88 32,39
19,0 59 26 12 4 25 82 68 26 75 64 52 5 34 63 51 88 73 91,62
19,67 35 48 79 33 75 25 20 57 83 59 73 89 88 31 27 51 34 48,26
19,57 65 93 17 17 17 2 10 61 4 57 63 33 53 31 78 22 3 62,13
19,39 61 43 17 49 58 53 82 17 70 78 66 12 45 46 24 83 36 85,64
19,24 85 20 83 16 65 37 85 72 45 54 88 86 45 9 28 95 69 77,71
19,55 3 28 6 13 0 95 53 24 43 27 77 46 57 93 6 89 50 25,78
19,14 53 21 46 87 32 23 5 93 21 83 48 87 4 12 24 27 67 92,95
19,37 16 7 61 90 75 3 66 63 20 51 22 2 32 31 35 55 80 22,0
19,57 75 29 45 85 60 22 70 2 94 37 84 19 29 90 59 46 68 70,21
19,17 24 93 57 72 32 22 81 91 2 76 61 58 60 7 85 42 53 78,35
19,1 15 73 23 90 26 69 26 78 55 90 13 73 54 59 16 23 77 42,55
19,23 28 75 85 27 83 95 24 5 76 28 13 88 73 45 10 28 94 95,59
19,19 30 10 12 75 88 65 22 80 94 68 71 36 36 60 72 49 21 81,81
19,16 6 65 51 48 61 93 64 82 86 92 82 89 25 62 21 41 47 5,52
19,81 55 51 27 83 8 16 12 83 25 88 30 34 18 43 67 4 16 57,78
19,61 90 53 44 44 54 81 41 12 78 10 53 95 4 66 3 59 9 75,60
19,82 32 34 62 82 55 7 56 55 66 3 95 88 12 14 15 5 13 56,84
19,33 33 3 57 60 32 16 64 86 86 57 26 75 48 2 45 46 6 88,63
19,57 83 21 16 65 18 42 73 12 19 15 43 40 88 25 31 88 37 35,64
19,46 53 34 88 88 15 12 60 30 75 16 37 41 84 15 2 90 21 78,69
19,77 61 33 0 74 62 8 63 50 12 19 51 85 20 94 91 90 75 73,34
19,10 79 91 65 35 61 81 90 22 37 10 94 51 14 57 87 36 23 53,52
19,11 51 19 83 29 13 54 86 80 10 4 85 2 29 18 74 36 71 31,42
19,80 7 22 14 14 20 75 3 22 31 40 37 34 61 62 39 80 14 40,75
19,56 28 90 39 13 45 86 84 91 31 37 60 76 41 1 87 34 11 18,32
19,71 39 78 34 53 12 53 47 44 85 65 37 77 50 13 7 34 93 80,24
19,31 91 19 69 90 40 24 10 0 76 90 93 58 56 90 50 20 85 21,57
19,22 5 45 48 72 58 17 3 4 71 34 37 28 65 83 79 33 42 13,35
19,55 29 72 12 82 65 9 56 4 83 95 83 22 30 49 41 91 32 46,12
19,36 52 32 29 71 43 54 91 28 20 80 7 37 40 39 22 5 39 69,26
19,36 0 7 77 20 12 17 30 73 59 79 50 88 48 5 37 72 14 24,28
19,90 87 59 49 12 62 30 87 50 77 37 37 37 38 86 42 71 94 55,80
19,13 86 57 54 12 84 64 7 29 42 21 62 80 39 2 22 41 72 56,35
19,81 36 56 55 66 59 37 3 21 29 67 34 87 72 13 5 70 68 7,34
19,81 87 92 24 44 52 80 14 92 94 66 36 23 43 33 86 8 19 20,42
19,20 41 3 83 79 1 93 74 84 48 76 37 5 56 7 34 74 0 93,8
19,41 7 26 39 48 49 1 47 16 93 2 40 3 26 8 59 36 29 7,1
19,19 50 21 46 26 93 15 71 38 4 23 78 7 38 18 88 90 43 43,31
19,43 58 66 62 37 16 6 31 5 95 94 45 81 27 56 79 18 87 37,11
19,78 53 8 60 24 58 1 70 9 60 13 21 84 13 84 0 8 87 47,70
19,71 8 56 93 10 69 1 5 58 76 76 80 4 63 37 48 53 85 91,92
19,92 53 86 11 48 73 13 30 78 33 20 1 11 58 19 35 37 15 17,2
19,9 33 48 87 58 62 22 20 3 8 35 6 30 15 58 14 24 3 9,48
19,3 54 74 22 86 85 44 75 0 12 87 88 64 70 13 53 85 85 71,11
19,20 68 49 69 22 26 48 24 4 60 94 2 77 4 83 48 63 55 62,22
19,43 85 17 25 21 39 14 48 50 73 18 25 92 32 92 78 35 66 93,74
19,35 21 14 18 22 43 3 83 83 51 30 53 50 50 59 11 70 79 3,70
19,45 16 76 56 21 67 39 95 93 52 95 31 80 92 41 10 47 74 37,19
19,27 0 74 95 48 32 28 72 90 55 53 17 37 33 49 4 50 30 38,8
19,60 45 55 20 43 41 14 38 13 29 66 91 4 77 56 48 50 16 43,57
19,85 78 22 77 73 69 82 68 14 84 45 33 15 48 8 20 43 79 82,57
19,39 6 18 50 72 92 34 13 18 42 72 87 35 35 50 92 87 89 65,60
19,15 95 41 61 84 16 53 58 55 11 83 94 26 48 47 59 65 38 52,81
19,87 10 52 37 93 61 20 30 87 74 28 52 88 85 28 53 53 44 95,65
19,17 7 8 59 45 87 24 19 68 75 44 54 42 74 70 89 29 76 54,9
19,72 61 33 49 84 28 29 43 84 35 85 16 55 41 66 61 65 11 19,33
19,91 10 21 84 0 43 84 88 34 67 42 56 71 3 51 45 78 12 54,38
19,21 80 1 41 20 54 60 70 55 31 49 27 45 38 83 8 75 69 22,49
19,33 65 14 76 92 11 54 49 12 49 62 66 44 18 76 86 72 14 1,30
19,26 95 39 84 64 44 5 45 16 89 5 83 35 13 85 56 94 17 61,32
19,2 48 35 25 10 1 23 68 76 2 56 53 60 40 77 11 76 22 54,83
19,53 76 24 38 81 21 53 84 93 17 62 62 4 16 33 33 73 67 35,45
19,14 20 22 66 41 31 72 6 23 19 2 7 9 51 35 19 64 71 68,48
19,58 78 55 27 87 62 64 80 57 18 38 82 8 83 75 66 91 22 43,90
19,50 55 4 85 45 39 67 81 7 71 22 28 82 20 20 43 23 15 70,79
19,75 13 29 76 46 36 3 35 65 90 57 76 53 32 53 33 92 9 16,5
19,33 42 69 78 10 22 67 59 13 40 88 28 63 50 17 59 57 28 25,32
19,18 62 78 11 83 51 79 49 28 78 68 61 54 95 17 23 44 74 58,3
19,44 94 13 54 67 68 80 65 49 47 2 24 56 74 80 38 64 13 72,4
19,14 8 49 47 60 11 3 68 75 5 94 61 38 65 92 18 10 78 25,81
19,3 95 51 78 72 95 3 46 2 92 80 45 86 71 57 3 88 31 68,18
19,92 3 54 8 79 77 63 11 82 83 25 47 74 35 27 31 27 83 11,44
19,21 64 31 24 36 57 91 69 27 74 38 86 30 36 17 77 29 51 29,55
19,89 28 47 82 79 78 79 43 77 57 48 48 95 59 5 35 81 1 87,78
19,60 91 68 54 60 93 2 56 33 85 91 19 15 41 11 91 78 73 21,90
19,15 14 38 57 35 21 71 34 33 14 51 61 2 61 74 70 27 57 19,66
19,55 71 94 50 20 71 6 88 32 93 56 14 87 60 90 72 82 8 57,94
19,68 52 50 77 62 50 84 57 65 10 34 42 82 57 22 68 30 0 79,9
19,74 76 70 26 65 76 81 28 92 62 88 22 64 37 94 43 82 84 15,51
19,79 56 86 55 1 75 91 79 72 90 24 54 44 3 68 3 5 37 88,74
19,76 72 69 76 69 16 15 60 66 53 82 3 53 16 66 33 84 2 4,27
19,48 13 63 86 89 7 15 71 54 43 19 41 35 28 56 35 38 47 15,23
19,64 47 57 19 21 82 60 31 52 63 36 66 24 5 78 52 86 6 82,71
19,9 32 22 12 41 53 77 78 9 19 77 38 37 75 95 65 60 67 38,40
19,39 35 87 53 1 90 88 45 94 54 71 55 63 88 73 81 20 45 34,4
19,93 15 9 39 13 17 52 24 39 84 22 83 35 62 77 89 37 37 48,15
19,28 51 55 87 63 14 57 39 37 48 94 50 37 21 16 71 34 20 64,70
19,80 3 19 34 51 69 31 78 72 86 31 90 53 36 52 22 5 44 14,74
19,87 13 19 60 21 47 50 51 80 75 37 50 72 28 35 36 62 56 7,82
19,51 63 23 57 66 94 45 54 5 50 38 80 24 87 3 30 50 14 4,94
19,0 41 37 33 91 73 90 0 83 87 11 55 31 38 23 20 2 49 19,39
19,54 77 74 45 7 49 81 37 16 67 40 4 39 47 83 41 23 63 48,11
19,72 78 32 4 45 49 25 83 1 6 74 80 8 4 16 63 45 10 68,59
19,35 86 87 63 15 58 5 77 82 68 23 25 23 94 32 72 42 89 14,58
19,49 40 69 32 26 35 72 7 57 41 72 16 30 51 60 21 36 75 82,91
19,56 79 83 2 27 77 84 73 62 61 51 19 22 14 69 57 33 34 27,94
19,68 62 51 89 19 33 10 47 20 14 67 53 77 88 50 14 65 87 2,72
19,90 3 4 14 40 7 44 29 8 64 69 81 63 22 81 68 8 40 75,10
19,88 51 49 40 21 60 68 8 17 69 55 85 87 83 76 75 31 14 76,81
19,48 53 77 15 8 90 82 87 41 49 35 87 15 70 44 21 1 52 46,69
19,10 49 4 36 78 53 87 56 81 31 23 66 36 95 2 17 62 75 31,72
19,94 45 77 57 25 92 30 87 80 37 70 41 75 59 71 30 52 32 91,25
19,7 53 49 15 30 36 68 12 75 41 50 73 28 4 77 37 44 62 36,49
19,32 62 36 8 71 6 57 77 89 49 40 49 75 17 18 11 61 78 63,27
19,10 31 60 14 60 67 32 77 51 14 10 82 95 5 83 69 37 40 31,76
19,42 16 67 22 70 73 14 50 70 19 77 74 37 1 61 60 25 80 14,28
19,61 62 9 7 76 5 16 45 33 61 19 8 68 32 35 43 55 71 44,66
19,69 39 15 67 70 53 53 90 19 45 26 14 53 79 36 93 58 34 16,65
19,2 57 29 92 87 14 64 27 60 94 87 20 80 29 28 92 88 88 66,68
19,76 33 9 90 44 65 76 74 51 45 54 19 64 46 8 67 11 22 76,10
19,9 81 34 40 31 10 22 54 2 25 54 73 44 7 60 4 31 3 61,29
19,88 77 92 57 55 71 84 17 57 11 13 59 37 36 2 55 49 75 32,47
19,85 50 29 27 41 42 57 40 0 20 76 61 70 21 89 52 71 68 59,2
19,26 87 64 77 43 5 60 48 28 1 57 59 66 93 79 19 47 62 82,83
19,51 65 25 72 64 11 59 88 42 32 75 80 2 44 37 34 18 0 38,5
19,93 17 14 42 32 26 16 76 74 2 44 59 17 57 25 18 70 59 29,94
19,19 14 51 52 88 46 9 22 22 72 17 3 95 51 6 75 2 5 85,34
19,52 21 2 18 85 84 37 50 67 17 52 75 59 84 1 85 79 76 21,57
19,14 5 91 75 32 80 86 34 71 78 54 29 30 77 3 25 27 7 4,66
19,35 87 90 44 20 94 86 33 92 55 89 46 32 52 40 71 1 8 10,73
19,13 57 87 6 86 36 94 9 50 53 43 22 57 21 36 4 86 5 52,13
19,57 38 92 87 66 84 7 89 69 85 57 95 86 46 37 46 51 75 82,29
19,77 60 7 4 20 2 32 70 73 92 30 31 5 17 26 89 79 0 75,5
19,65 77 26 2 3 56 84 73 35 78 71 2 87 12 81 19 91 14 14,54
19,36 22 95 59 26 45 42 0 20 13 54 50 44 6 49 71 14 78 60,52
19,15 81 43 31 26 44 31 11 85 1 59 71 23 12 61 40 55 39 55,11
19,64 8 29 83 42 42 74 4 0 22 89 93 95 7 13 43 4 55 64,39
19,38 33 7 80 63 27 64 51 25 49 65 50 32 3 18 45 71 37 44,34
19,46 13 56 85 92 62 12 39 86 78 62 69 75 74 51 37 67 15 48,47
19,62 45 49 92 13 9 78 31 30 9 15 17 21 61 28 2 85 38 41,2
19,47 89 17 52 65 66 31 26 81 63 27 78 59 67 95 60 76 52 21,36
19,52 74 81 39 68 31 90 32 87 77 77 31 75 57 85 80 81 42 95,82
19,80 63 8 7 12 26 25 50 41 33 39 34 21 65 5 3 39 80 45,52
19,32 94 90 28 95 90 66 88 40 41 70 73 88 14 82 2 53 57 9,68
19,46 55 80 12 4 93 2 33 17 62 71 55 94 53 75 19 59 91 71,20
19,65 66 51 3 12 45 67 40 67 37 78 72 47 10 1 27 18 37 28,95
19,59 91 0 24 60 84 39 52 35 26 22 67 34 13 21 26 73 41 12,15
19,42 69 85 41 44 23 21 35 52 14 76 15 41 83 45 66 87 42 6,59
19,47 69 91 28 57 54 34 82 26 74 56 22 25 28 17 62 14 28 2,52
19,30 92 38 32 53 66 68 79 74 20 32 13 22 55 43 53 95 95 93,73
19,89 26 85 10 75 53 22 11 65 24 46 81 93 46 18 50 44 41 27,70
19,55 46 79 47 41 52 0 61 4 3 61 78 94 4 18 80 19 85 84,91
19,42 89 86 85 86 4 27 52 9 25 10 80 67 55 44 20 31 85 92,93
19,28 4 60 59 37 12 6 68 89 36 71 95 72 86 39 33 26 68 93,90
19,57 3 80 0 16 81 83 3 75 33 95 19 95 80 77 21 41 34 94,19
19,36 16 18 49 25 17 56 24 8 22 50 0 44 74 76 24 47 86 17,21
19,81 1 9 34 52 2 50 34 46 76 54 6 85 68 45 51 65 56 94,57
19,7 23 13 60 87 42 18 0 68 8 30 27 54 37 19 16 68 37 60,38
19,85 29 54 24 16 81 7 68 43 72 67 81 21 11 53 15 52 83 29,75
19,16 17 79 7 34 45 76 94 13 76 30 53 51 69 58 82 47 41 41,13
19,93 40 39 7 92 80 26 71 73 29 89 68 61 18 25 44 9 49 20,85
19,8 5 77 61 48 91 86 22 25 0 42 17 95 27 9 81 60 89 3,82
19,38 44 32 53 16 85 15 56 33 66 65 62 3 41 42 35 18 6 6,92
19,29 34 74 92 72 60 17 29 35 3 90 87 76 55 78 2 76 20 12,33
19,82 74 84 34 42 89 11 28 79 55 16 58 21 82 77 59 66 66 57,60
19,78 82 37 25 60 14 78 11 16 77 23 78 53 65 84 10 14 80 10,79
19,81 19 52 84 28 28 16 24 49 88 26 25 2 55 54 32 63 65 47,94
19,11 1 49 32 91 46 92 17 14 37 24 83 92 45 85 94 45 54 83,31
19,61 49 34 26 38 67 75 51 48 6 65 76 31 32 2 73 62 70 35,1
19,48 62 59 9 57 18 72 28 5 15 87 1 74 42 24 32 89 14 44,80
19,92 64 57 89 57 24 3 28 39 43 84 16 93 77 36 72 21 56 94,37
19,76 50 42 11 30 52 51 71 18 29 35 28 44 95 18 43 18 32 10,93
19,28 2 65 62 11 61 56 42 14 34 14 31 80 70 48 24 28 81 59,78
19,2 21 42 15 54 54 48 56 84 86 36 42 11 94 19 73 34 56 89,68
19,60 29 88 0 0 49 41 6 24 36 44 24 1 85 32 74 59 18 16,38
19,33 47 4 35 66 55 86 15 50 84 32 76 30 66 52 36 50 24 29,58
19,92 50 58 89 24 42 47 31 68 18 49 51 1 18 70 92 15 17 27,91
19,7 77 52 35 95 33 76 66 49 44 68 28 66 76 22 11 72 86 41,28
19,88 24 21 61 36 62 60 29 15 45 55 62 77 41 56 25 60 37 2,24
19,61 59 18 28 25 66 31 73 42 88 85 22 4 62 28 63 3 6 94,38
19,26 65 45 44 39 94 35 93 63 94 4 24 73 2 28 56 70 85 64,16
19,95 15 64 58 64 95 25 89 59 16 62 29 16 11 49 81 25 65 28,30
19,85 27 30 17 2 47 63 57 76 21 12 59 55 47 58 35 41 51 11,38
19,31 18 72 86 76 34 66 60 87 68 61 25 25 75 13 59 95 35 52,38
19,44 47 12 31 86 13 53 74 85 63 36 17 88 71 66 72 27 8 91,56
19,20 10 6 77 33 80 54 2 41 83 56 89 94 46 34 8 89 79 74,95
19,17 60 70 36 64 14 1 67 90 32 77 47 36 33 16 42 71 29 7,53
19,76 61 73 4 92 28 48 81 53 4 76 55 12 4 51 94 51 16 35,18
19,66 46 77 11 57 54 32 72 72 57 81 28 62 42 39 43 77 9 51,64
19,50 4 54 36 1 36 38 64 8 53 7 71 29 72 0 80 75 30 47,23
19,11 83 90 21 9 31 81 46 16 14 51 47 2 29 33 60 77 5 24,62
19,77 57 36 18 70 1 62 44 25 28 17 69 72 24 95 94 51 68 26,6
19,77 25 95 41 61 8 72 35 1 19 84 21 69 23 0 47 7 70 86,57
19,63 30 17 95 45 73 36 33 43 44 55 84 37 1 34 59 4 5 70,92
19,84 49 45 83 62 92 17 66 19 58 47 33 27 39 59 68 45 1 74,56
19,60 38 4 76 48 65 72 15 29 90 84 63 51 95 6 50 44 27 79,68
19,93 80 45 70 47 87 20 52 95 13 71 4 9 88 49 71 49 77 76,56
19,54 0 81 40 18 90 49 43 23 14 12 14 0 95 19 37 13 81 20,11
19,9 71 34 91 67 72 36 42 53 71 24 61 40 60 62 60 82 55 75,29
19,19 34 52 60 54 52 16 71 34 93 73 63 9 49 50 70 24 13 79,47
19,78 68 76 10 56 68 37 81 2 73 14 12 82 28 85 1 34 54 24,11
19,35 74 46 82 92 37 1 45 49 22 63 51 77 55 8 66 70 4 33,70
19,3 21 74 34 64 59 55 74 43 4 8 76 17 79 8 51 52 61 37,68
19,38 17 21 62 72 34 54 5 63 83 83 17 36 33 35 47 57 18 66,21
19,83 16 93 27 94 13 38 37 80 35 89 14 91 80 26 46 37 12 42,29
19,93 55 59 83 35 58 10 46 0 71 44 91 40 80 1 5 89 26 71,69
19,33 79 42 68 84 19 38 28 33 26 6 9 56 40 52 51 43 18 16,85
19,60 19 8 15 65 52 7 39 6 49 34 95 46 91 60 47 29 64 17,63
19,2 82 80 15 24 15 51 2 73 54 91 5 26 5 40 47 4 84 47,95
19,80 26 7 51 36 79 58 35 0 82 67 87 95 13 87 54 75 42 28,38
19,94 82 38 0 68 83 28 62 37 53 38 3 84 83 42 71 34 42 12,26
19,49 55 78 76 20 54 94 32 19 5 16 29 35 56 87 6 18 77 28,90
19,25 83 53 34 91 27 28 26 80 46 94 19 87 53 1 64 93 48 80,88
19,30 20 49 81 0 46 15 15 72 59 50 92 54 79 32 22 4 60 20,72
19,75 27 9 11 82 89 75 27 10 60 93 32 33 44 1 45 76 1 94,12
19,79 19 77 53 73 75 15 70 18 22 79 4 62 79 87 77 52 3 70,10
19,63 19 84 9 8 82 53 69 48 58 32 44 87 66 55 58 31 9 52,75
19,17 82 15 8 7 86 25 49 16 49 59 45 72 84 35 45 54 15 21,24
19,85 95 87 47 7 53 33 63 14 5 55 95 63 83 60 35 91 78 83,72
19,52 10 55 21 55 1 31 45 45 39 59 74 46 47 26 16 56 17 73,52
19,32 29 74 6 51 4 44 42 83 39 72 73 35 33 6 72 76 59 65,67
19,4 65 77 5 76 30 8 87 26 48 81 47 94 14 66 5 37 30 82,26
19,70 52 90 67 17 64 15 45 4 76 57 22 33 82 17 94 44 83 51,19
19,13 21 71 65 52 38 48 12 11 74 22 82 25 28 44 71 65 75 54,55
19,32 86 45 35 35 80 34 89 56 49 74 37 74 94 49 8 83 17 6,19
19,52 24 44 64 61 26 10 74 87 65 87 87 14 81 91 0 62 7 61,1
19,41 70 88 18 44 63 33 18 91 24 50 92 26 90 40 75 76 40 93,48
19,52 94 94 3 85 59 52 83 45 74 57 20 87 85 60 83 50 57 49,1
19,85 9 61 31 88 56 20 73 17 26 10 69 43 95 1 31 12 95 76,94
19,18 9 36 50 34 26 92 36 12 81 18 50 50 24 58 95 17 38 47,91
19,44 91 63 62 19 37 77 49 2 52 33 74 36 93 80 16 54 0 22,36
19,49 56 12 89 84 83 71 23 14 87 47 4 9 31 41 31 29 2 82,36
19,82 58 21 68 47 27 64 26 42 41 55 50 42 64 32 59 82 65 73,70
19,14 10 1 39 46 77 85 32 22 34 37 77 58 46 20 80 29 7 17,47
19,35 9 70 20 66 15 59 42 51 43 66 79 48 47 61 55 84 24 11,29
19,31 9 92 84 27 18 36 91 48 83 59 23 30 36 52 68 44 42 91,48
19,45 3 36 45 29 53 78 26 63 58 4 4 73 91 20 53 63 50 8,26
19,31 69 80 86 81 92 83 27 92 69 46 73 2 90 75 63 52 82 75,20
19,8 54 65 15 42 79 54 23 57 81 54 90 23 5 79 95 53 54 55,90
19,68 36 67 50 20 78 10 65 9 32 50 47 76 11 77 80 13 44 30,95
19,71 25 73 31 26 54 14 90 81 62 23 65 90 9 16 45 60 31 4,2
19,41 65 25 69 71 29 92 24 60 53 31 58 35 36 62 8 92 4 3,18
19,81 80 87 58 82 22 1 75 80 78 38 89 38 88 30 77 6 62 85,61
19,11 75 67 25 14 54 88 18 20 81 40 64 62 28 46 77 40 86 73,1
19,6 36 26 82 9 77 90 18 40 88 63 75 54 74 2 88 86 6 31,43
19,17 30 78 41 66 48 40 77 74 4 1 77 9 52 46 91 70 88 59,32
19,47 13 90 19 58 38 4 46 18 28 2 74 53 37 52 18 68 89 31,13
19,0 6 6 51 54 7 86 52 39 95 0 72 25 60 49 44 62 48 43,95
19,80 2 30 16 15 75 12 39 11 36 92 47 89 89 92 38 79 52 54,4
19,56 62 18 32 53 84 78 36 47 5 55 38 35 70 26 9 95 43 71,49
19,69 66 20 38 10 31 62 5 65 5 17 5 3 8 80 11 50 44 63,4
19,25 35 86 94 55 66 69 87 81 41 89 29 79 1 16 7 56 54 94,92
19,92 27 80 67 78 4 86 48 30 24 61 56 86 25 64 86 0 90 5,77
19,20 81 31 73 5 87 12 60 56 67 69 89 61 93 62 42 20 11 94,17
19,80 50 39 90 51 84 34 50 23 57 59 59 60 32 16 33 57 26 5,17
19,70 36 48 80 12 80 16 58 83 86 74 2 3 32 64 7 77 94 60,62
19,44 60 81 44 54 41 13 35 11 40 82 42 2 43 74 27 55 10 62,48
19,89 32 50 33 18 39 48 74 25 77 78 19 61 17 31 20 64 44 82,41
19,57 31 88 14 18 40 21 65 92 9 62 23 16 30 74 16 1 50 87,82
19,42 6 56 20 43 68 2 88 91 2 0 41 8 21 52 42 8 33 5,72
19,68 93 42 95 60 79 47 63 86 24 69 52 74 56 75 72 65 3 41,52
19,30 56 79 18 19 81 42 87 13 81 13 41 53 81 91 50 3 67 39,68
19,33 33 77 58 14 13 88 67 61 29 86 2 90 62 7 70 24 62 75,83
19,95 21 31 18 40 80 12 34 26 21 27 32 93 41 53 79 33 62 4,18
19,6 57 68 29 63 63 40 71 19 61 52 39 51 90 21 94 50 31 42,51
19,19 26 3 62 32 54 21 75 73 3 49 34 88 56 2 6 35 67 27,68
19,39 41 89 89 77 71 52 59 35 73 88 93 41 49 11 67 81 49 89,77
19,88 45 24 73 76 54 25 19 9 52 42 7 91 64 45 3 10 37 77,65
19,3 7 90 65 23 61 75 86 87 85 26 16 93 68 94 93 22 45 1,92
19,77 57 4 16 50 77 29 91 48 86 48 47 57 23 40 31 66 59 90,56
19,45 3 69 79 56 64 22 61 62 8 76 93 38 52 91 43 81 90 73,50
19,27 22 83 41 16 40 58 42 64 83 32 35 78 14 5 87 55 85 24,59
19,32 65 56 86 53 19 11 68 50 28 5 30 44 77 54 89 28 58 68,29
19,64 77 9 29 41 26 0 29 10 66 5 76 27 33 66 46 86 93 65,88
19,31 88 68 28 35 9 38 75 0 62 1 85 31 75 66 55 29 79 69,68
19,59 90 9 9 13 35 26 48 56 64 64 31 16 53 74 48 86 41 37,27
19,91 12 45 55 80 10 84 94 65 30 13 63 33 11 13 63 73 47 86,8
19,84 63 38 1 1 64 87 92 37 60 51 94 27 87 5 86 91 45 73,94
19,10 84 54 27 47 66 57 39 20 95 25 92 70 61 64 67 54 24 36,76
19,83 22 32 22 42 35 69 86 7 9 93 36 69 71 14 53 26 74 25,32
19,93 91 37 12 41 71 19 95 83 21 88 95 91 34 92 81 19 59 48,78
19,54 85 34 85 73 54 46 1 22 86 15 21 38 8 2 26 42 16 72,40
19,89 56 33 35 81 30 71 48 43 41 94 44 51 81 83 86 41 65 81,5
19,48 37 41 78 4 64 84 64 75 31 74 60 12 3 8 66 15 58 21,71
19,86 67 34 48 58 77 57 23 2 33 16 88 75 28 9 53 11 61 82,84
19,54 79 20 61 74 79 75 66 61 69 51 28 39 66 72 11 29 7 31,88
19,6 33 52 20 22 30 18 3 26 92 62 78 87 32 40 16 75 1 80,93
19,17 93 49 73 33 72 94 58 93 78 76 66 3 57 94 70 82 16 28,68
19,25 74 28 40 5 81 38 93 69 63 67 24 83 13 70 21 87 25 67,89
19,45 65 93 57 94 10 77 18 50 60 7 32 37 77 15 27 56 1 78,63
19,94 77 64 40 12 53 70 81 74 69 42 83 71 53 49 34 67 70 67,26
19,51 65 40 70 41 0 83 17 52 18 52 20 46 40 42 0 35 26 33,55
19,56 93 19 66 15 65 53 50 49 35 25 35 45 6 67 48 39 89 69,72
19,73 65 36 48 36 13 17 87 6 14 63 63 25 24 4 32 28 68 15,9
19,83 77 77 80 48 42 40 74 27 8 14 55 53 64 57 86 90 36 12,27
19,54 46 8 18 20 71 75 1 41 36 23 55 87 90 19 19 64 75 58,4
19,51 49 55 95 15 85 88 90 93 23 75 48 74 43 22 74 48 15 30,33
19,71 16 3 18 46 93 64 48 1 3 32 53 16 21 73 11 29 43 93,78
19,52 5 86 33 3 94 17 71 44 33 52 23 77 89 15 14 12 82 9,31
19,55 56 70 31 4 53 69 75 86 75 57 7 31 55 56 54 65 72 5,64
19,77 45 46 19 73 13 55 92 85 83 91 24 84 5 11 68 47 49 32,7
19,24 59 79 52 26 57 47 78 8 28 38 29 50 43 46 76 92 58 75,61
19,28 45 35 88 14 34 37 56 13 7 89 87 19 80 33 12 39 64 87,35
19,60 15 29 77 26 65 37 49 12 17 89 8 44 59 18 85 49 30 18,3
19,95 23 26 15 17 83 72 5 0 91 80 95 57 76 11 36 77 30 32,49
19,26 25 78 21 67 86 50 70 90 22 74 4 53 13 18 27 7 66 26,71
19,3 55 48 35 87 31 78 59 92 20 88 61 60 5 91 16 44 54 45,12
19,20 90 44 32 17 27 41 8 35 38 87 69 79 25 17 35 9 10 12,55
19,87 5 72 9 89 38 77 9 10 19 56 74 14 79 36 24 47 91 95,87
19,78 29 64 39 14 90 58 45 35 89 79 11 21 9 9 65 3 69 14,21
19,18 13 27 49 75 77 21 30 91 2 55 83 28 18 68 80 45 23 8,19
