length,input,target
16,1 1 0 1 1 0 0 1 0 0 0 0 1 0 1 1,0
16,1 1 1 0 1 1 1 0 1 0 0 0 1 1 0 0,1
16,0 1 0 1 0 1 1 0 1 0 0 0 0 0 0 1,0
16,0 1 0 1 1 1 0 0 1 0 1 1 1 0 0 0,0
16,0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1,0
16,0 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0,1
16,1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1,0
16,0 0 1 1 0 0 1 1 1 0 1 1 1 1 0 1,0
16,1 1 0 1 1 0 0 1 0 0 0 1 1 0 1 1,1
16,0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0,0
16,0 1 1 1 0 0 0 1 1 1 0 0 0 1 0 0,1
16,1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1,1
16,1 0 0 1 1 1 0 1 1 1 1 0 1 0 0 1,0
16,0 1 1 0 0 0 1 1 1 1 0 1 0 1 1 0,1
16,0 0 0 1 0 0 0 1 0 1 0 1 1 0 1 1,1
16,1 1 1 1 0 0 0 0 1 0 1 1 1 0 1 1,0
16,1 1 0 1 1 0 1 1 0 0 1 1 1 1 0 1,1
16,1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0,1
16,1 1 1 1 1 1 0 1 0 1 1 1 0 0 0 0,0
16,1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1,0
16,0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0,0
16,0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1,0
16,0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 1,1
16,1 0 1 0 0 1 1 1 1 0 0 0 0 0 0 1,1
16,0 0 1 1 1 0 1 1 1 0 0 0 1 1 0 0,0
16,0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1,1
16,0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0,1
16,1 1 1 0 0 0 1 0 0 0 0 1 1 0 1 1,0
16,1 0 0 0 0 0 1 0 1 1 1 0 1 0 0 0,0
16,0 1 1 1 1 0 0 1 0 0 1 1 0 1 1 0,1
16,1 1 1 1 0 1 0 0 0 0 0 1 1 1 0 0,0
16,1 1 1 0 0 1 0 1 0 1 1 1 0 1 0 1,0
16,0 1 1 1 1 1 1 0 1 0 0 0 0 0 1 1,1
16,1 0 1 0 0 1 0 0 1 0 0 0 1 1 1 0,1
16,1 1 1 0 1 0 0 1 1 0 1 0 1 0 1 0,1
16,1 0 1 0 0 0 1 0 0 1 1 1 1 1 0 1,1
16,0 0 1 0 0 0 0 1 1 1 0 1 1 1 0 0,1
16,0 1 0 1 1 1 1 0 0 0 0 1 1 1 0 0,0
16,1 0 0 1 1 1 1 1 1 0 1 0 1 1 0 1,1
16,0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1,0
16,1 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1,0
16,0 1 0 1 0 0 1 0 1 1 0 1 1 1 0 0,0
16,1 0 1 0 0 1 1 0 0 1 1 1 1 1 0 0,1
16,0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0,1
16,0 1 0 0 1 1 0 1 0 1 0 0 0 0 1 1,1
16,1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0,0
16,1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0,1
16,0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0,1
16,1 1 0 1 0 0 1 1 1 1 1 0 1 0 0 1,0
16,1 1 1 0 1 1 0 1 0 0 1 1 1 1 0 1,1
16,1 0 1 1 0 1 1 0 0 0 1 0 0 1 1 0,0
16,0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 1,0
16,0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 0,0
16,0 1 1 0 0 1 1 1 1 1 0 0 0 1 1 0,1
16,0 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0,1
16,0 1 0 1 1 0 1 0 1 0 1 1 0 1 1 0,1
16,0 1 0 0 1 1 0 0 0 0 1 0 1 1 1 0,1
16,1 1 0 1 1 1 1 0 0 0 1 0 1 1 0 0,1
16,1 0 0 1 1 0 1 1 1 1 0 0 0 1 0 0,0
16,0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0,0
16,0 0 0 0 1 1 1 0 1 1 0 0 1 1 0 0,1
16,0 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0,1
16,0 1 1 1 1 0 0 0 0 1 0 1 0 1 1 0,0
16,1 1 0 1 1 1 0 1 0 0 0 1 0 1 0 1,1
16,1 0 0 0 0 0 1 1 0 1 1 1 1 0 0 1,0
16,0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 0,0
16,1 0 0 0 0 0 1 0 1 1 1 1 1 1 1 1,0
16,0 0 1 0 1 1 0 1 0 0 1 1 1 1 1 0,1
16,0 1 1 0 0 1 0 0 0 0 1 1 0 1 1 0,1
16,0 1 0 0 0 1 1 0 0 1 1 1 1 0 1 1,1
16,0 0 0 1 0 1 1 1 0 0 1 0 0 0 1 1,1
16,1 0 1 0 1 0 0 0 1 1 0 1 0 0 0 0,0
16,1 1 1 0 1 1 0 0 1 1 1 0 0 1 0 0,1
16,1 0 1 1 1 0 0 0 1 1 1 1 0 0 0 1,1
16,0 0 0 1 0 1 0 1 1 0 1 1 0 0 0 0,0
16,1 1 0 1 0 0 1 1 0 0 0 1 0 1 0 1,0
16,1 0 0 1 0 0 1 1 0 1 1 1 0 1 0 1,1
16,1 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1,0
16,1 0 1 1 0 0 1 0 0 1 1 0 0 0 1 1,0
16,1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0,1
16,1 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0,0
16,0 1 1 1 0 1 0 0 1 1 0 1 1 1 1 1,1
16,1 1 0 0 0 1 0 0 1 0 1 1 1 0 1 0,0
16,1 0 0 1 0 0 0 1 0 0 1 0 1 1 0 1,1
16,0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 0,1
16,0 0 0 0 0 1 1 1 0 1 1 0 1 0 1 0,1
16,0 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0,1
16,1 1 0 1 1 0 1 0 1 0 1 1 0 1 0 0,1
16,0 0 1 0 1 1 0 1 0 1 0 0 0 1 0 1,1
16,0 0 1 1 1 1 1 1 1 0 0 1 0 0 1 0,1
16,1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1,1
16,1 0 1 0 1 0 0 0 1 1 0 1 1 1 1 1,0
16,1 0 1 0 0 0 1 0 1 1 1 1 1 1 0 1,0
16,1 1 1 1 0 1 1 1 0 0 1 0 1 0 0 1,0
16,0 0 1 1 1 1 0 0 0 0 1 1 0 1 0 1,0
16,0 0 1 1 0 0 0 1 0 1 1 0 1 1 1 1,1
16,1 1 0 1 1 0 1 0 1 0 0 0 0 1 1 1,1
16,1 0 0 0 0 1 1 0 1 1 0 1 0 1 0 1,0
16,0 0 1 1 1 1 0 0 0 0 0 1 0 0 1 1,1
16,1 0 1 1 0 1 1 0 1 0 0 1 0 1 1 0,1
16,0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 1,1
16,1 1 0 0 0 1 0 0 1 1 1 0 0 0 1 0,1
16,1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0,0
16,1 1 1 1 1 0 0 0 1 0 0 0 1 1 0 0,0
16,0 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0,1
16,0 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0,0
16,1 0 0 0 1 1 1 0 1 0 0 1 1 0 1 1,1
16,0 0 1 1 1 0 0 1 0 1 1 0 0 1 1 0,0
16,1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0,1
16,1 1 0 0 0 1 1 1 1 1 0 0 1 1 1 1,1
16,1 0 1 1 0 0 1 1 0 1 1 1 1 1 0 1,1
16,0 1 1 1 0 1 0 1 1 1 0 1 1 0 1 0,0
16,1 1 1 0 0 1 0 0 1 1 0 0 0 1 1 0,0
16,0 1 1 0 0 0 0 1 1 0 0 1 0 1 1 0,1
16,1 1 0 1 0 1 1 1 0 0 0 0 0 1 1 1,1
16,0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 0,1
16,1 1 0 0 0 0 1 1 1 0 0 1 1 0 1 0,0
16,0 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1,0
16,0 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0,0
16,1 1 0 1 0 1 0 1 0 0 0 1 1 0 1 1,1
16,1 1 0 0 1 0 1 1 1 0 0 1 1 1 1 1,1
16,1 1 0 0 1 0 0 1 0 1 1 0 1 1 1 1,0
16,1 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0,0
16,1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 0,1
16,0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 0,0
16,1 0 1 0 0 0 0 1 1 1 1 1 1 1 0 1,0
16,1 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1,1
16,0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 1,0
16,1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0,0
16,0 1 1 1 0 1 0 0 1 1 1 0 0 0 1 1,1
16,0 1 1 0 1 0 0 1 1 0 0 1 1 0 0 1,0
16,1 1 0 1 0 1 1 0 1 1 0 0 1 1 0 1,0
16,0 1 1 0 0 0 0 1 0 1 0 1 1 1 0 1,0
16,0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 0,0
16,0 1 0 1 1 0 1 0 0 1 1 1 0 0 1 1,1
16,1 0 0 1 0 1 1 0 1 0 1 0 0 0 1 0,1
16,1 1 0 1 1 0 0 0 1 0 0 1 1 1 0 1,1
16,1 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1,0
16,1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 1,0
16,0 0 1 1 0 1 1 1 1 1 0 1 0 0 0 0,0
16,1 1 0 1 1 0 1 1 1 0 1 0 0 0 1 0,1
16,0 1 1 1 0 1 1 0 0 0 0 1 0 1 1 0,0
16,0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1,0
16,0 0 1 1 0 0 1 1 1 0 0 0 0 1 1 1,0
16,0 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0,1
16,1 1 0 0 1 0 1 0 1 1 1 1 0 0 0 1,1
16,1 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0,0
16,1 1 0 1 0 0 1 1 0 1 1 0 0 0 1 0,0
16,0 1 0 1 0 1 0 1 1 0 0 0 0 0 0 0,1
16,0 0 0 0 1 1 1 1 1 0 1 0 0 0 0 1,1
16,1 0 0 0 1 1 1 0 0 0 0 1 1 0 1 1,0
16,1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0,0
16,1 0 1 0 0 1 0 0 1 0 0 1 0 0 1 1,1
16,1 0 1 1 0 1 0 1 0 1 1 0 0 1 1 0,1
16,1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 1,1
16,0 1 0 1 1 0 0 1 1 0 1 0 0 1 0 1,0
16,1 1 0 0 0 1 1 1 1 0 1 1 0 0 1 1,0
16,1 0 1 0 0 1 1 0 1 1 0 0 0 0 1 1,0
16,0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0,1
16,1 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1,1
16,0 0 0 0 1 0 0 1 1 1 1 1 0 0 0 1,1
16,1 1 0 1 0 1 0 1 0 1 0 0 0 1 0 1,0
16,1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1,0
16,0 1 0 0 1 0 1 0 0 1 0 1 1 0 1 0,1
16,0 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1,1
16,0 0 1 0 1 1 1 1 1 0 1 0 1 1 1 0,0
16,0 1 1 0 0 0 0 0 0 1 0 0 1 0 1 1,0
16,1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1,1
16,0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1,1
16,0 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0,1
16,1 1 1 1 1 0 0 0 1 0 0 1 1 0 0 1,1
16,1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1,1
16,1 1 1 0 0 0 0 1 0 0 1 1 1 1 0 1,1
16,1 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0,0
16,0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0,0
16,0 1 0 0 1 0 1 1 0 1 1 1 1 1 0 0,1
16,0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0,1
16,1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 1,0
16,1 1 1 0 1 1 1 0 0 1 1 0 0 1 0 1,0
16,1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0,0
16,1 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0,0
16,1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0,0
16,1 1 0 1 1 1 0 1 0 1 0 1 0 1 0 1,0
16,1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1,0
16,0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0,0
16,1 0 0 1 0 1 1 0 1 1 0 1 0 0 1 0,0
16,0 0 0 1 0 1 1 1 1 0 0 1 1 1 0 1,1
16,0 0 1 0 1 1 1 0 1 1 0 0 1 0 1 0,0
16,0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0,1
16,0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 1,0
16,1 0 0 0 1 1 0 0 0 1 0 1 1 1 1 1,1
16,0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1,0
16,0 1 0 1 1 1 0 1 0 1 0 0 1 1 0 1,1
16,1 0 1 0 0 0 1 1 1 1 0 1 0 0 1 1,1
16,0 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0,1
16,0 0 1 0 1 1 1 1 1 0 0 0 0 1 1 1,1
16,1 1 0 0 1 1 0 0 0 1 1 1 0 0 0 1,0
16,1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 1,0
16,1 0 0 0 1 0 1 0 1 1 0 0 1 0 1 1,0
16,1 0 0 0 1 0 1 0 1 1 1 1 0 0 1 0,0
16,0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 1,1
16,0 1 1 1 1 0 1 0 0 1 1 0 0 0 1 0,0
16,1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1,0
16,0 0 0 0 1 1 1 1 1 1 1 0 1 0 0 0,0
16,0 0 0 0 0 1 1 1 1 1 0 0 1 1 0 0,1
16,1 0 0 1 0 1 1 1 0 0 1 0 0 0 0 1,1
16,0 0 1 0 1 1 1 0 1 0 0 1 0 0 1 1,0
16,0 0 0 0 1 1 0 1 1 1 1 0 0 1 1 1,1
16,0 1 0 1 1 1 0 1 1 0 0 0 0 0 1 1,0
16,0 0 1 0 0 0 0 1 1 1 1 0 1 1 1 0,0
16,0 1 0 1 1 1 0 0 0 0 1 0 1 1 0 1,0
16,1 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1,0
16,0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0,0
16,0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0,1
16,0 0 0 0 1 1 0 1 1 1 1 0 1 1 0 0,0
16,1 0 1 1 0 0 0 0 0 1 1 1 1 1 1 1,0
16,1 1 0 1 0 1 0 0 1 1 0 0 1 1 1 0,1
16,0 0 1 0 1 0 0 1 0 1 0 1 1 0 0 0,0
16,1 0 0 1 0 0 0 1 1 0 0 1 1 0 1 0,1
16,0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 0,1
16,0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0,0
16,1 1 1 0 0 1 0 0 1 0 0 1 1 1 0 0,0
16,1 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1,0
16,0 1 1 1 0 0 1 0 1 0 0 1 0 0 1 0,1
16,1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0,0
16,0 0 1 1 1 0 0 0 1 0 1 1 0 0 1 1,0
16,1 1 1 1 1 0 1 0 1 1 0 0 1 0 0 1,0
16,1 0 0 1 0 0 0 0 1 1 1 1 0 1 1 0,0
16,0 1 1 0 1 1 0 0 0 1 1 0 1 0 1 0,0
16,0 0 1 1 1 1 0 0 1 1 0 1 1 1 0 1,0
16,0 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1,0
16,0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 1,0
16,1 0 0 1 0 1 0 0 1 1 0 1 0 1 0 1,0
16,0 0 0 1 0 1 1 0 0 0 1 1 1 0 0 1,1
16,1 0 1 0 1 0 0 0 0 0 1 1 1 0 1 0,1
16,1 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0,1
16,1 0 1 0 1 0 1 0 0 1 1 1 0 1 1 0,1
16,1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1,0
16,0 1 0 1 1 1 1 0 1 1 0 1 0 0 1 1,0
16,1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 0,1
16,1 0 1 0 0 0 0 1 1 1 0 0 0 1 1 1,0
16,0 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1,1
16,0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0,0
16,1 1 1 1 0 0 0 1 0 1 0 1 1 0 0 1,1
16,1 0 0 1 1 1 1 1 0 0 0 0 0 0 0 1,1
16,0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 1,0
16,0 1 0 1 1 0 0 1 0 1 0 1 1 0 0 0,1
16,1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1,0
16,0 0 1 1 1 1 0 0 1 1 1 1 0 0 0 1,1
16,0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0,0
16,1 1 0 1 0 1 0 0 1 1 0 0 1 1 0 0,0
16,0 1 1 0 0 1 0 1 0 1 1 0 0 1 0 0,1
16,0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 1,1
16,0 0 1 1 0 0 0 1 1 1 1 0 1 1 1 1,0
16,0 1 1 1 0 1 1 0 1 1 0 0 0 0 1 1,1
16,1 1 0 1 0 1 1 1 1 0 1 0 0 0 1 0,1
16,1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1,0
16,0 1 1 0 0 0 0 0 1 0 1 1 1 0 1 1,0
16,1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0,1
16,1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0,1
16,0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1,1
16,0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 1,1
16,1 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0,1
16,1 0 0 0 0 0 1 1 0 1 0 0 0 1 1 0,0
16,1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1,1
16,0 0 0 1 1 0 0 1 1 0 1 1 0 1 1 1,1
16,0 1 0 0 0 1 1 1 1 0 0 0 1 1 1 0,0
16,0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0,1
16,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0,1
16,1 1 1 1 0 0 0 0 1 0 0 1 0 0 1 0,1
16,1 0 1 0 1 1 1 1 0 0 0 1 1 1 1 1,1
16,0 1 1 1 1 0 0 0 0 1 1 0 0 0 1 1,0
16,1 1 1 0 0 1 1 0 0 0 1 1 1 1 0 0,1
16,0 1 1 0 1 0 0 1 1 1 1 0 1 0 0 0,0
16,1 0 0 0 1 1 1 0 1 1 0 1 1 1 1 1,1
16,0 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1,1
16,0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 1,1
16,0 0 0 1 1 1 1 0 1 0 1 0 0 1 1 0,0
16,1 1 1 0 0 1 1 1 1 0 1 1 1 1 0 0,1
16,0 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0,1
16,1 1 1 1 0 0 1 1 0 0 0 0 1 1 1 0,1
16,1 0 1 1 1 0 1 0 0 0 1 1 1 1 1 0,0
16,1 1 1 1 1 0 1 1 0 0 1 1 0 0 0 1,0
16,1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1,0
16,0 0 1 1 1 0 0 0 1 1 0 0 0 1 0 0,0
16,0 1 0 1 1 1 0 0 1 0 1 1 1 1 1 1,1
16,1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1,1
16,0 0 0 1 0 1 1 1 0 0 0 1 0 1 0 1,1
16,1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0,0
16,1 1 0 1 1 1 0 1 0 1 0 1 0 0 1 0,1
16,0 1 0 1 0 1 1 0 0 0 0 0 1 1 0 1,1
16,1 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0,1
16,1 1 1 1 0 0 0 0 0 1 1 1 1 0 0 1,1
16,1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0,0
16,0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0,1
16,1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 1,0
16,0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0,0
16,1 0 1 0 0 1 1 0 0 1 0 0 1 0 1 1,0
16,0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 1,0
16,0 1 0 1 1 1 0 1 1 0 0 0 0 1 0 0,1
16,1 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0,0
16,1 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1,0
16,0 1 0 0 0 0 1 1 1 0 0 0 1 1 1 1,0
16,1 0 1 0 0 0 1 0 0 1 0 0 1 1 1 0,1
16,0 1 0 1 0 1 1 0 1 1 0 0 1 1 0 0,0
16,0 1 1 0 0 1 1 1 1 1 0 1 0 1 1 0,0
16,1 0 1 0 0 1 1 1 0 1 0 0 1 1 0 0,0
16,1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1,1
16,1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 1,0
16,0 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1,1
16,1 1 0 1 1 0 0 1 1 0 1 1 1 1 0 1,1
16,1 1 0 1 0 0 0 0 0 1 1 0 0 0 1 0,0
16,1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 1,0
16,0 1 0 0 0 0 1 0 0 1 1 0 1 1 1 1,0
16,0 1 0 0 0 1 1 1 1 0 0 1 0 0 0 1,1
16,0 1 0 1 1 1 1 0 1 0 0 1 0 0 1 1,1
16,1 0 1 1 0 0 0 1 0 1 1 1 0 0 0 0,1
16,1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1,0
16,0 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0,1
16,1 0 1 1 0 1 0 1 0 0 0 0 1 1 1 1,1
16,0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 1,0
16,0 0 0 1 0 1 1 0 1 1 0 1 1 1 1 1,0
16,1 1 0 0 1 1 0 0 1 1 1 0 1 0 0 0,0
16,1 0 1 1 0 1 1 0 1 1 1 0 0 0 0 0,0
16,0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 1,1
16,1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1,0
16,1 0 0 1 1 0 0 0 1 0 1 1 1 0 1 0,0
16,0 1 1 1 0 0 1 1 0 1 1 0 1 0 1 0,1
16,1 1 1 1 0 0 1 0 0 0 1 0 0 1 1 0,0
16,0 1 0 1 1 0 0 1 0 1 1 0 1 1 0 1,1
16,0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0,1
16,1 1 1 0 1 1 0 0 0 0 1 0 1 1 1 0,1
16,1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 0,0
16,1 1 0 1 1 0 1 1 0 0 0 1 0 1 0 1,1
16,0 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1,1
16,1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1,0
16,0 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0,1
16,1 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0,1
16,1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 0,1
16,0 0 0 0 1 0 0 0 1 1 0 1 0 0 1 1,0
16,1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 0,1
16,1 1 1 1 0 1 0 1 1 1 0 0 1 1 0 0,0
16,1 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0,1
16,0 0 1 1 1 0 0 0 1 0 1 1 0 1 1 1,1
16,1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1,1
16,0 0 0 1 0 0 0 1 1 1 1 0 1 1 1 0,0
16,0 0 1 1 0 0 1 0 1 1 0 0 0 1 1 0,1
16,0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0,1
16,0 0 1 1 0 1 1 0 0 0 0 0 1 1 0 1,1
16,1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1,1
16,1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0,1
16,1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1,1
16,0 0 1 1 0 1 1 0 0 0 1 1 1 0 0 0,1
16,0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1,1
16,0 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1,0
16,0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1,1
16,0 0 1 0 1 0 0 0 1 0 1 1 1 0 1 0,1
16,1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0,1
16,0 0 1 1 0 1 1 0 1 0 1 1 1 0 0 0,0
16,1 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1,0
16,0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0,0
16,0 1 0 0 1 1 1 0 0 0 0 1 0 0 1 1,1
16,1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0,1
16,1 0 0 1 1 0 1 0 1 1 1 0 0 1 1 1,0
16,0 0 1 0 0 1 1 0 0 1 0 1 1 0 0 1,1
16,1 0 0 0 1 1 0 0 1 0 0 1 1 1 1 1,1
16,1 1 0 0 1 1 0 0 1 0 1 1 0 0 1 0,0
16,0 0 0 0 1 1 0 1 1 1 0 0 1 0 0 1,1
16,1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 1,1
16,0 1 1 0 0 0 0 1 1 1 0 0 1 1 1 0,0
16,1 0 1 1 0 0 1 0 1 0 0 1 0 1 1 0,0
16,1 1 0 0 0 0 1 1 1 1 0 1 1 0 1 1,0
16,0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1,1
16,0 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1,0
16,0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 1,1
16,0 1 0 0 0 0 0 1 0 1 0 1 1 1 0 0,0
16,1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0,1
16,1 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0,0
16,0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0,1
16,1 1 1 0 0 0 0 0 1 1 0 1 1 0 1 0,0
16,1 0 0 1 0 0 1 1 1 0 1 0 1 1 1 1,0
16,0 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0,1
16,1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1,1
16,1 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0,0
16,0 0 0 1 0 1 0 1 1 1 0 1 0 0 1 1,0
16,1 0 0 0 0 0 1 0 1 1 1 1 1 1 0 0,0
16,1 1 0 0 1 1 0 1 1 1 0 0 1 1 0 0,1
16,0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0,0
